time,P,G(i),H_sun,T2m,WS10m,Int
20140615:1710,4996200.0,42.54,8.27,21.38,1.08,0.0
20140615:1810,0.0,0.0,0.0,20.34,1.08,0.0
20140615:1910,0.0,0.0,0.0,19.77,0.87,0.0
20140615:2010,0.0,0.0,0.0,19.2,0.66,0.0
20140615:2110,0.0,0.0,0.0,18.64,0.46,0.0
20140615:2210,0.0,0.0,0.0,18.31,0.46,0.0
20140615:2310,0.0,0.0,0.0,17.98,0.46,0.0
20140616:0010,0.0,0.0,0.0,17.65,0.47,0.0
20140616:0110,0.0,0.0,0.0,16.99,0.51,0.0
20140616:0210,0.0,0.0,0.0,16.32,0.56,0.0
20140616:0310,0.0,0.0,0.0,15.66,0.61,0.0
20140616:0410,8969400.0,65.16,10.68,16.65,0.49,0.0
20140616:0510,30894600.0,211.75,21.59,17.64,0.38,0.0
20140616:0610,72760600.0,430.88,32.89,18.63,0.26,0.0
20140616:0710,110528000.0,648.25,44.31,20.1,0.63,0.0
20140616:0810,139528400.0,834.3,55.48,21.58,0.99,0.0
20140616:0910,156314400.0,951.1,65.6,23.05,1.35,0.0
20140616:1010,167970000.0,1025.03,72.32,23.28,1.8,0.0
20140616:1110,144564200.0,864.01,71.34,23.5,2.24,0.0
20140616:1210,110935000.0,650.05,63.51,23.73,2.69,0.0
20140616:1310,74674600.0,437.45,53.04,23.83,2.32,0.0
20140616:1410,102003000.0,598.71,41.77,23.94,1.94,0.0
20140616:1510,56608200.0,343.12,30.35,24.04,1.57,0.0
20140616:1610,22356400.0,167.09,19.12,22.83,1.8,0.0
20140616:1710,5434000.0,45.25,8.33,21.61,2.03,0.0
20140616:1810,0.0,0.0,0.0,20.4,2.26,0.0
20140616:1910,0.0,0.0,0.0,19.32,2.04,0.0
20140616:2010,0.0,0.0,0.0,18.25,1.82,0.0
20140616:2110,0.0,0.0,0.0,17.18,1.6,0.0
20140616:2210,0.0,0.0,0.0,17.04,1.52,0.0
20140616:2310,0.0,0.0,0.0,16.91,1.44,0.0
20140617:0010,0.0,0.0,0.0,16.78,1.37,0.0
20140617:0110,0.0,0.0,0.0,16.72,1.29,0.0
20140617:0210,0.0,0.0,0.0,16.66,1.21,0.0
20140617:0310,0.0,0.0,0.0,16.6,1.13,0.0
20140617:0410,1755600.0,20.82,10.67,17.55,0.81,0.0
20140617:0510,10388400.0,73.79,21.57,18.51,0.5,0.0
20140617:0610,51169800.0,302.87,32.87,19.46,0.18,0.0
20140617:0710,90789600.0,527.95,44.29,20.94,1.26,0.0
20140617:0810,120221200.0,702.14,55.46,22.41,2.33,0.0
20140617:0910,98571000.0,573.88,65.59,23.89,3.41,0.0
20140617:1010,18251200.0,120.14,72.34,24.46,3.54,0.0
20140617:1110,124143800.0,729.82,71.39,25.04,3.66,0.0
20140617:1210,36271400.0,221.36,63.57,25.61,3.79,0.0
20140617:1310,89324400.0,524.62,53.1,25.72,3.0,0.0
20140617:1410,28666000.0,179.74,41.83,25.82,2.21,0.0
20140617:1510,37912600.0,233.47,30.41,25.93,1.42,0.0
20140617:1610,14115200.0,97.36,19.18,24.45,1.38,0.0
20140617:1710,281600.0,9.05,8.39,22.97,1.34,0.0
20140617:1810,0.0,0.0,0.0,21.5,1.3,0.0
20140617:1910,0.0,0.0,0.0,20.92,1.09,0.0
20140617:2010,0.0,0.0,0.0,20.35,0.89,0.0
20140617:2110,0.0,0.0,0.0,19.78,0.69,0.0
20140617:2210,0.0,0.0,0.0,19.24,0.9,0.0
20140617:2310,0.0,0.0,0.0,18.71,1.11,0.0
20140618:0010,0.0,0.0,0.0,18.17,1.32,0.0
20140618:0110,0.0,0.0,0.0,17.39,1.34,0.0
20140618:0210,0.0,0.0,0.0,16.62,1.36,0.0
20140618:0310,0.0,0.0,0.0,15.84,1.38,0.0
20140618:0410,9105800.0,66.07,10.65,17.33,1.12,0.0
20140618:0510,30848400.0,204.75,21.55,18.81,0.86,0.0
20140618:0610,70681600.0,420.05,32.84,20.3,0.61,0.0
20140618:0710,109249800.0,640.66,44.27,21.45,1.06,0.0
20140618:0810,136804800.0,813.69,55.44,22.61,1.51,0.0
20140618:0910,149006000.0,895.85,65.58,23.76,1.96,0.0
20140618:1010,138652800.0,829.74,72.35,24.41,2.3,0.0
20140618:1110,138787000.0,829.49,71.43,25.06,2.64,0.0
20140618:1210,14625600.0,100.27,63.62,25.71,2.98,0.0
20140618:1310,29167600.0,181.63,53.16,24.9,2.6,0.0
20140618:1410,96929800.0,567.6,41.89,24.09,2.23,0.0
20140618:1510,62319400.0,377.73,30.47,23.28,1.85,0.0
20140618:1610,23546600.0,168.53,19.23,21.87,1.43,0.0
20140618:1710,5610000.0,46.16,8.44,20.46,1.01,0.0
20140618:1810,0.0,0.0,0.0,19.05,0.59,0.0
20140618:1910,0.0,0.0,0.0,18.32,0.58,0.0
20140618:2010,0.0,0.0,0.0,17.59,0.57,0.0
20140618:2110,0.0,0.0,0.0,16.86,0.55,0.0
20140618:2210,0.0,0.0,0.0,16.53,0.89,0.0
20140618:2310,0.0,0.0,0.0,16.21,1.23,0.0
20140619:0010,0.0,0.0,0.0,15.89,1.57,0.0
20140619:0110,0.0,0.0,0.0,15.31,1.62,0.0
20140619:0210,0.0,0.0,0.0,14.72,1.66,0.0
20140619:0310,0.0,0.0,0.0,14.14,1.71,0.0
20140619:0410,7777000.0,57.92,10.62,15.28,1.35,0.0
20140619:0510,30520600.0,211.14,21.52,16.43,0.98,0.0
20140619:0610,66308000.0,387.69,32.82,17.57,0.62,0.0
20140619:0710,111394800.0,645.29,44.24,17.87,0.7,0.0
20140619:0810,109654600.0,637.34,55.42,18.18,0.78,0.0
20140619:0910,12740200.0,87.03,65.56,18.48,0.86,0.0
20140619:1010,21496200.0,135.28,72.36,18.6,1.65,0.0
20140619:1110,168550800.0,991.07,71.47,18.71,2.45,0.0
